# (c) Der Bundeswahlleiter, Wiesbaden 2016
# 
# Wahl der Abgeordneten zum 8. Europäischen Parlament aus der Bundesrepublik Deutschland (25. Mai 2014)
# Endgültige Ergebnisse sowie der Vorperiode nach kreisfreien Städten und Landkreisen
# 
Nr;Gebiet;gehört;Wahlberechtigte;Wahlberechtigte;Wähler;Wähler;Ungültige;Ungültige;Gültige;Gültige;CDU;CDU;SPD;SPD;GRÜNE;GRÜNE;FDP;FDP;DIE LINKE;DIE LINKE;CSU;CSU;FREIE WÄHLER;FREIE WÄHLER;REP;REP;Tierschutzpartei;Tierschutzpartei;FAMILIE;FAMILIE;PIRATEN;PIRATEN;ÖDP;ÖDP;PBC;PBC;Volksabstimmung;Volksabstimmung;BP;BP;CM;CM;AUF;AUF;DKP;DKP;BüSo;BüSo;PSG;PSG;AfD;AfD;PRO NRW;PRO NRW;MLPD;MLPD;NPD;NPD;Die PARTEI;Die PARTEI;Übrige;Übrige;
;;zu;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;
15002;"Halle (Saale), Stadt";15;190680;193951;77432;72781;1376;1972;76056;70809;17871;16338;15798;12480;8539;8042;2337;6588;18363;18437;;;607;249;148;624;1198;1021;909;1141;1433;919;232;169;82;118;368;196;30;51;129;103;163;146;169;213;55;71;33;74;5379;;42;;159;;870;;1142;;;3829;
15003;"Magdeburg, Landeshauptstadt";15;193706;195800;74684;68977;1533;1918;73151;67059;18313;15841;18578;15212;6226;5728;1500;4940;16765;17177;;;481;248;133;604;1217;1162;886;1031;1297;796;187;139;57;106;281;182;38;47;106;111;106;109;136;165;37;45;39;71;5063;;35;;141;;822;;707;;;3345;
15081;"Altmarkkreis Salzwedel";15;73088;77943;33174;33339;1062;1795;32112;31544;10735;9451;7111;5947;1422;1430;614;2660;7042;7112;;;280;142;117;324;474;507;775;963;376;256;70;75;53;73;200;107;37;45;143;89;90;98;71;81;24;42;35;51;1622;;29;;62;;565;;165;;;2091;
15082;"Anhalt-Bitterfeld";15;143863;156092;61292;53643;2275;2769;59017;50874;18908;15401;11451;9430;1888;1985;1583;4267;13136;11783;;;999;212;303;674;1142;969;1371;1426;575;398;88;89;60;95;325;157;75;72;225;161;165;141;105;122;58;60;48;78;4761;;57;;120;;1267;;307;;;3354;
15083;"Börde";15;147327;156030;63238;62030;2382;3150;60856;58880;20303;17783;14529;11539;2216;2405;1644;5264;11356;12734;;;1016;423;281;622;1070;1201;1503;1771;716;399;105;112;58;91;407;186;74;56;222;217;168;152;129;153;49;70;45;66;3274;;40;;105;;1186;;360;;;3636;
15084;"Burgenlandkreis";15;158118;171241;72570;66487;2462;3320;70108;63167;23288;18658;13536;10275;2440;2683;1730;6013;13923;14267;;;1304;541;346;1153;1321;1193;1754;1976;780;441;144;108;105;142;469;216;92;128;352;249;193;252;226;223;75;94;69;103;4813;;50;;115;;2597;;386;;;4452;
15085;"Harz";15;191721;204639;78141;81286;2534;3527;75607;77759;25794;26116;16852;13784;3168;3706;1687;5509;15235;16974;;;660;398;280;984;1546;1382;1602;1901;895;574;325;319;119;160;457;286;82;113;262;225;187;195;155;181;72;104;62;131;4123;;48;;112;;1494;;390;;;4717;
15086;"Jerichower Land";15;79325;84086;38036;33094;1405;1801;36631;31293;11828;9469;8740;5733;1368;1410;934;2667;7340;7180;;;699;182;171;320;658;598;881;916;467;204;89;56;46;55;244;101;49;37;126;79;114;93;79;72;43;43;31;58;1850;;15;;69;;591;;199;;;2020;
15087;"Mansfeld-Südharz";15;124226;134918;56178;52576;2231;2993;53947;49583;15139;14198;11422;8254;1510;1667;1762;4103;13396;12985;;;964;330;359;834;1157;1067;1301;1436;591;337;87;76;80;99;359;144;84;95;228;173;159;138;116;140;59;67;60;60;3284;;71;;99;;1346;;314;;;3380;
15088;"Saalekreis";15;161167;171991;72070;64555;2581;3290;69489;61265;22721;18607;13678;10086;2402;2748;2227;6341;15183;13895;;;1010;488;352;806;1201;1032;1652;1712;770;504;116;101;67;101;477;194;97;105;212;173;167;140;181;199;54;74;56;85;4687;;50;;125;;1576;;428;;;3874;
15089;"Salzlandkreis";15;171435;185498;69598;64837;2607;3399;66991;61438;21427;18196;14474;10860;2120;2505;1808;5640;15733;14743;;;728;257;279;822;1325;1194;1314;1636;673;418;123;103;99;182;385;196;64;91;287;182;174;175;140;155;55;78;68;85;3559;;50;;116;;1632;;358;;;3920;
15090;"Stendal";15;97915;105385;41907;42307;1403;1867;40504;40440;13134;11680;9183;7266;1610;1843;922;3260;8890;9803;;;380;184;196;456;666;654;897;1249;528;297;77;92;67;124;234;160;51;75;146;126;115;121;80;94;37;51;36;69;2132;;27;;44;;833;;219;;;2836;
15091;"Wittenberg";15;112612;120980;52604;52909;1899;3086;50705;49823;16111;15948;10080;8265;1696;2049;1224;4062;10787;11435;;;1857;657;303;663;844;903;987;1312;618;409;104;116;64;139;242;158;58;79;204;163;121;131;95;119;80;71;48;76;3369;;40;;76;;1416;;281;;;3068;
915;"Sachsen-Anhalt";99;1916865;2035415;824614;769490;26609;35417;798005;734073;245010;213731;173082;132868;38485;39882;21007;62900;174103;173385;;;11272;4398;3411;9055;14368;13117;16389;18784;10078;6113;1784;1586;976;1507;4633;2315;860;1007;2720;2092;1994;1921;1722;1955;717;879;646;1023;50605;;579;;1390;;16758;;5416;;;45555;

16051;"Erfurt, Stadt";16;167978;168067;80621;81230;1513;2164;79108;79066;19500;19822;17183;15330;7121;7972;1627;5584;18993;19284;;;982;1676;280;1273;1116;1296;867;1347;1482;935;327;128;54;107;335;285;34;44;44;51;219;170;121;138;24;27;25;51;5731;;33;;117;;1867;;1026;;;3546;
16052;"Gera, Stadt";16;81727;85869;35553;39412;837;1017;34716;38395;9111;10183;5638;5079;1490;2163;617;3074;10258;12279;;;299;214;116;761;481;650;535;830;514;358;69;42;22;53;210;217;19;28;13;28;75;143;67;79;26;11;12;29;3875;;15;;39;;991;;224;;;2174;
16053;"Jena, Stadt";16;84679;85405;44245;46449;583;843;43662;45606;9078;10103;9276;8603;5581;6655;1288;4176;10652;10246;;;319;472;189;742;469;521;377;633;1467;833;371;132;45;87;158;202;18;26;31;32;69;92;116;96;22;25;15;28;2968;;14;;34;;434;;671;;;1902;
16054;"Suhl, Stadt";16;31382;34286;14169;16223;324;455;13845;15768;3284;3569;2481;2123;577;886;250;1214;4692;5784;;;317;246;64;252;209;210;193;332;100;130;35;25;12;26;83;66;11;8;15;11;22;31;31;34;3;4;7;9;1087;;9;;23;;265;;75;;;808;
16055;"Weimar, Stadt";16;50930;51991;25440;28068;457;634;24983;27434;6538;7615;4896;3895;3408;4130;593;2325;5358;5927;;;183;177;69;529;320;437;285;445;618;356;123;47;22;41;125;114;11;23;13;35;60;52;33;45;11;18;11;7;1414;;6;;35;;487;;364;;;1216;
16056;"Eisenach, Stadt";16;34353;35760;17736;18023;319;456;17417;17567;5046;4996;3389;3066;1053;1392;255;1281;4337;4221;;;119;106;71;405;250;318;238;303;310;118;79;34;19;34;133;101;10;9;13;20;21;28;27;33;10;11;5;5;879;;5;;63;;958;;127;;;1086;
16061;"Eichsfeld";16;83965;88206;48132;52481;1208;1677;46924;50804;23869;25835;6300;5463;1653;1917;842;4199;5434;6351;;;1425;1355;155;863;428;515;764;1143;333;320;739;319;41;87;197;204;29;18;52;118;115;102;23;27;11;21;16;16;2775;;18;;32;;1535;;138;;;1931;
16062;"Nordhausen";16;72675;76936;35305;40033;962;1400;34343;38633;10317;10996;7403;7473;1435;1865;828;3335;8526;10339;;;462;166;196;716;476;558;542;756;354;262;111;37;43;75;192;162;13;5;27;37;61;63;45;65;4;18;16;10;1901;;16;;38;;1151;;186;;;1695;
16063;"Wartburgkreis";16;107110;113922;58566;62783;1724;2589;56842;60194;19984;20177;11066;10207;1977;2605;910;4240;11328;13067;;;1552;1805;398;1736;682;956;979;1361;605;433;122;70;43;65;286;313;27;30;48;74;135;128;52;86;23;30;35;21;3549;;18;;108;;2657;;258;;;2790;
16064;"Unstrut-Hainich-Kreis";16;88204;92720;43760;48013;1302;1889;42458;46124;14641;15844;8400;8358;1595;1744;964;3883;8943;9544;;;918;1002;302;826;560;647;741;1158;453;305;162;36;19;42;241;241;12;24;21;48;97;117;44;64;17;20;28;24;2607;;25;;45;;1414;;209;;;2197;
16065;"Kyffhäuserkreis";16;66767;71971;34500;37705;1164;1727;33336;35978;10381;10891;6789;6150;916;1300;638;2628;8605;9544;;;357;402;200;786;484;673;601;858;380;278;40;34;25;35;188;199;18;23;23;37;57;99;40;44;14;15;13;19;1636;;16;;68;;1686;;161;;;1963;
16066;"Schmalkalden-Meiningen";16;107742;114280;55815;60653;1713;2566;54102;58087;18115;17859;10581;8393;2146;2847;1077;4636;11650;14304;;;1287;1537;364;1294;745;943;1196;1965;596;428;126;52;76;128;261;311;40;44;42;59;110;127;68;106;13;27;12;42;3639;;42;;50;;1638;;228;;;2985;
16067;"Gotha";16;112936;118783;58637;64883;1705;2393;56932;62490;18236;20097;11737;11774;2327;3061;1047;4665;11325;13164;;;1180;1019;331;1440;824;1220;948;1474;1025;475;120;45;58;91;329;393;24;18;44;50;126;149;47;60;20;45;29;28;4272;;33;;83;;2348;;419;;;3222;
16068;"Sömmerda";16;59940;63315;32190;34644;1121;1568;31069;33076;11073;11382;4623;4315;1031;1245;743;2773;6981;8086;;;788;562;221;830;480;621;583;888;400;258;49;26;16;34;178;154;20;13;20;27;46;74;33;42;14;18;16;23;2106;;9;;35;;1426;;178;;;1705;
16069;"Hildburghausen";16;55364;58965;29043;32480;849;1402;28194;31078;9292;9555;4941;4635;888;1171;449;2417;6789;8225;;;928;871;278;727;446;474;658;821;329;244;59;38;16;27;146;145;25;37;28;32;46;85;34;35;14;14;12;12;1851;;7;;32;;800;;126;;;1513;
16070;"Ilm-Kreis";16;91602;96306;48216;52801;1573;2355;46643;50446;13631;15549;8263;7382;2175;2806;847;3711;11176;12404;;;1154;1047;265;1084;722;912;740;1301;684;547;83;49;71;86;251;278;34;38;33;36;75;135;59;78;22;30;15;28;4585;;28;;64;;1313;;353;;;2945;
16071;"Weimarer Land";16;68439;71768;38718;40311;1143;1655;37575;38656;13206;13241;5962;5421;1760;2115;823;3515;7602;8011;;;1041;1018;258;1004;621;708;677;937;565;296;81;31;23;37;210;190;23;32;17;40;92;93;58;44;6;20;46;19;2797;;34;;49;;1416;;208;;;1884;
16072;"Sonneberg";16;49647;53125;23448;26743;797;1120;22651;25623;7307;7635;3830;3625;732;854;486;1929;5869;7642;;;315;326;178;666;341;452;407;511;259;234;76;32;36;57;130;105;29;22;19;20;24;46;41;45;7;7;12;13;1528;;9;;83;;810;;123;;;1402;
16073;"Saalfeld-Rudolstadt";16;95607;102699;48596;54436;1463;2083;47133;52353;14045;15070;7945;7655;1886;2256;1156;4577;10795;13208;;;907;960;355;1473;786;934;947;1429;661;563;119;66;38;61;365;326;32;37;38;68;94;159;85;110;19;35;29;23;4195;;69;;56;;2204;;307;;;3343;
16074;"Saale-Holzland-Kreis";16;70654;74443;41321;43829;1171;1787;40150;42042;13017;13231;6069;5568;1701;2068;972;3929;9245;10603;;;635;434;302;1073;572;675;799;1078;508;369;111;57;44;62;241;256;33;61;29;32;72;157;48;69;12;31;66;32;3920;;14;;50;;1491;;199;;;2257;
16075;"Saale-Orla-Kreis";16;71195;76302;38529;41953;1181;1717;37348;40236;12074;12236;6263;5983;1313;1727;849;3568;8772;9955;;;649;630;287;1034;604;702;742;1145;446;368;105;52;80;137;259;213;23;21;49;87;125;105;75;74;30;85;17;21;3114;;36;;54;;1211;;171;;;2093;
16076;"Greiz";16;88102;95446;48740;51913;1551;2136;47189;49777;16510;16325;7660;6911;1604;2243;1050;4931;9941;11173;;;684;605;264;1188;745;887;895;1366;486;411;112;78;86;144;254;290;42;33;72;88;120;189;53;73;22;24;27;25;4559;;30;;46;;1686;;241;;;2793;
16077;"Altenburger Land";16;80935;87650;39093;42094;1436;1875;37657;40219;12448;12647;7121;6509;1063;1451;845;3495;8492;9634;;;347;225;328;1063;656;763;778;1018;404;389;56;37;56;92;246;180;13;33;45;51;114;127;48;68;23;26;34;15;3023;;36;;52;;1237;;192;;;2396;
916;"Thüringen";99;1821933;1918215;940373;1017160;26096;37508;914277;979652;290703;304858;167816;153918;45432;56473;19156;80085;205763;232995;;;16848;16855;5471;21765;13017;16072;15492;23099;12979;8910;3275;1467;945;1608;5018;4945;540;627;736;1081;1975;2471;1248;1515;367;562;498;500;68011;;522;;1256;;31025;;6184;;;49846;

999;"Bundesgebiet";;61998824;62222873;29843798;26923614;488706;590170;29355092;26333444;8812653;8071391;8003628;5472566;3139274;3194509;986841;2888084;2168455;1969239;1567448;1896762;428800;442579;109757;347887;366598;289694;202803;252121;425044;229464;185244;134893;55336;80688;88535;69656;62438;55779;30136;39953;50953;37894;25147;25615;10369;10909;8924;9646;2070014;;52649;;18198;;301139;;184709;;;814115;
