Nr;Gebiet;gehört;Wahlberechtigte;Wahlberechtigte;Wähler;Wähler;Ungültige;Ungültige;Gültige;Gültige;CDU;CDU;SPD;SPD;GRÜNE;GRÜNE;CSU;CSU;DIE LINKE;DIE LINKE;FDP;FDP;REP;REP;Die Tierschutzpartei;Die Tierschutzpartei;FAMILIE;FAMILIE;ödp;ödp;DIE FRAUEN;DIE FRAUEN;Volksabstimmung;Volksabstimmung;PBC;PBC;CM;CM;AUFBRUCH;AUFBRUCH;DKP;DKP;BP;BP;PSG;PSG;BüSo;BüSo;50Plus;50Plus;AUF;AUF;DVU;DVU;DIE GRAUEN;DIE GRAUEN;DIE VIOLETTEN;DIE VIOLETTEN;EDE;EDE;FBI;FBI;VOLKSENTSCHEIDE;VOLKSENTSCHEIDE;FW FREIE WÄHLER;FW FREIE WÄHLER;Newropeans;Newropeans;PIRATEN;PIRATEN;RRP;RRP;RENTNER;RENTNER;Übrige;Übrige;
;;zu;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;
8226;"Rhein-Neckar-Kreis";8;394936;387787;215870;219676;8348;10228;207522;209448;78732;95106;44624;48134;29035;28397;;;6640;2159;28643;14766;3500;4159;2902;3396;1914;2302;387;585;669;1328;619;1400;794;896;355;361;207;232;134;188;164;;40;168;48;96;315;;222;;449;;308;;323;;61;;143;;380;;2063;;136;;1722;;651;;1342;;;5775;
8231;"Pforzheim, Stadt";8;78871;79102;32917;32599;1139;1035;31778;31564;11613;15238;6329;6043;3859;3656;;;1225;389;4942;2358;608;1273;504;501;287;305;78;75;124;224;114;263;254;160;72;36;59;60;22;29;45;;8;23;10;15;64;;54;;127;;67;;73;;14;;44;;100;;299;;21;;284;;167;;311;;;916;
8235;"Calw";8;111120;109374;59049;59869;2469;2452;56580;57417;23455;28993;8713;9658;6361;6412;;;1482;521;8811;4217;1300;1707;823;804;678;814;170;195;218;406;211;539;1213;1122;245;237;94;88;28;39;60;;7;47;11;33;127;;157;;131;;103;;119;;36;;69;;159;;570;;20;;466;;243;;500;;;1585;
8236;"Enzkreis";8;142317;139182;76127;75315;3345;3546;72782;71769;26747;32259;13940;15722;9745;9187;;;1991;612;10844;5153;1616;2313;1037;1152;871;955;216;213;268;442;269;582;1482;1124;159;164;111;94;44;45;88;;15;55;17;32;164;;149;;182;;117;;128;;29;;82;;173;;776;;53;;608;;284;;577;;;1665;
8237;"Freudenstadt";8;87790;87130;45514;45537;1654;1842;43860;43695;15987;23188;6086;7380;4118;4266;;;961;357;11697;3045;1128;1591;473;581;489;647;122;151;135;279;114;381;823;697;140;151;60;63;19;26;31;;7;29;20;12;77;;103;;67;;58;;65;;9;;37;;68;;308;;29;;222;;118;;289;;;851;
8311;"Freiburg im Breisgau, Stadt";8;147051;142000;74905;72860;1440;1430;73465;71430;17751;21422;13927;12958;23846;26303;;;4203;1741;7024;3739;578;644;824;942;402;560;319;410;274;543;210;253;269;200;105;92;98;113;81;154;53;;33;83;25;31;102;;116;;93;;176;;419;;99;;63;;192;;540;;100;;966;;192;;385;;;1242;
8315;"Breisgau-Hochschwarzwald";8;186727;181517;106589;106270;4869;4275;101720;101995;38798;47353;17118;18252;19018;19244;;;2481;905;13324;6847;1292;1514;1487;1613;1077;1320;307;404;279;674;344;667;609;543;295;268;141;161;43;83;88;;37;79;39;43;231;;212;;137;;273;;278;;120;;180;;259;;1328;;53;;696;;381;;795;;;2025;
8316;"Emmendingen";8;119444;115984;64895;63864;3449;3140;61446;60724;22204;26765;12353;13210;10544;10281;;;1668;568;7620;3843;822;1009;1069;1239;697;802;178;174;167;426;206;471;308;250;198;192;56;88;30;59;49;;20;46;27;23;128;;89;;66;;159;;180;;58;;88;;133;;997;;38;;503;;274;;517;;;1278;
8317;"Ortenaukreis";8;314716;307032;160551;161180;9164;8434;151387;152746;63414;79737;26156;28728;19737;18294;;;4210;1517;20355;8582;2164;3385;1928;2281;1880;2305;380;376;562;1245;654;1339;699;757;490;373;226;306;78;94;117;;56;156;96;65;430;;191;;235;;371;;315;;148;;263;;575;;2365;;90;;1109;;675;;1418;;;3206;
8325;"Rottweil";8;104377;103277;53557;54530;3408;3159;50149;51371;21932;27658;7123;8489;4830;4606;;;976;354;8196;3529;967;1162;609;702;795;753;952;1214;169;409;218;494;416;428;183;151;80;98;19;27;64;;27;44;17;32;147;;89;;146;;156;;90;;41;;87;;109;;553;;19;;381;;227;;531;;;1221;
8326;"Schwarzwald-Baar-Kreis";8;151669;150893;73872;75726;3766;3467;70106;72259;30458;37681;11124;12822;8197;7988;;;1615;616;10246;5286;1083;1418;886;1041;762;865;237;315;218;537;300;592;567;777;229;182;97;94;46;47;72;;26;58;24;37;160;;130;;285;;211;;141;;92;;110;;174;;1172;;27;;462;;323;;632;;;1903;
8327;"Tuttlingen";8;96392;94715;50545;51285;2995;2616;47550;48669;21289;27913;6551;7612;4622;4472;;;1030;305;8778;3599;812;989;613;615;523;572;142;167;164;313;171;381;239;280;125;98;68;61;25;40;42;;17;33;8;25;100;;64;;98;;119;;97;;45;;72;;106;;655;;33;;366;;163;;413;;;1194;
8335;"Konstanz";8;197300;192162;97121;94937;4002;3672;93119;91265;34187;42376;15203;16248;16034;16140;;;2666;1239;14781;6853;950;1280;1246;1242;859;1113;305;319;326;681;385;567;396;471;193;172;133;153;59;91;94;;36;66;30;57;200;;165;;175;;275;;225;;100;;108;;279;;1266;;239;;986;;400;;818;;;2197;
8336;"Lörrach";8;159967;156808;76474;76881;3648;3618;72826;73263;24745;30228;14982;17090;12381;11865;;;2092;1053;9880;5148;1136;1683;951;1131;746;875;208;201;219;497;371;480;637;768;186;158;104;117;46;51;84;;21;45;30;28;138;;163;;92;;230;;176;;87;;96;;206;;1096;;120;;544;;354;;705;;;1845;
8337;"Waldshut";8;119217;117055;60313;62436;3337;2934;56976;59502;24286;30677;9082;10525;7368;7634;;;1156;485;7779;3625;1078;1795;677;831;593;693;337;499;198;442;231;341;388;501;174;134;90;92;31;29;60;;20;49;23;23;108;;145;;94;;181;;140;;57;;79;;164;;1216;;29;;440;;226;;526;;;1127;
8415;"Reutlingen";8;198403;195041;101686;102936;3732;3710;97954;99226;37502;47078;16335;18125;14747;14786;;;3097;1142;15813;8037;1713;2284;1082;1282;955;1113;288;348;286;570;467;764;783;666;336;268;119;145;50;82;98;;33;57;26;41;171;;210;;201;;171;;195;;36;;120;;232;;1047;;46;;715;;348;;732;;;2438;
8416;"Tübingen";8;152944;145022;85871;82300;2352;2185;83519;80115;26001;31300;13780;14611;20245;19369;;;4034;2109;11280;5164;1201;2488;797;777;626;745;447;514;258;492;266;360;565;515;217;190;95;71;43;84;54;;25;47;16;24;160;;192;;135;;119;;174;;38;;87;;224;;673;;112;;1039;;183;;433;;;1255;
8417;"Zollernalbkreis";8;141038;140120;69326;71156;3671;3223;65655;67933;28460;36912;10126;11378;6335;6209;;;1812;490;10562;4372;1531;2207;928;1024;867;935;172;201;270;613;267;715;550;601;248;189;118;152;27;55;71;;20;61;28;40;141;;91;;131;;152;;111;;26;;67;;176;;961;;28;;561;;270;;548;;;1779;
8421;"Ulm, Universitätsstadt";8;80878;78757;38714;38664;793;919;37921;37745;12208;15609;7562;8213;7598;7430;;;1365;587;5524;2569;382;541;414;461;271;357;208;241;101;240;93;257;130;130;81;66;43;85;20;36;35;;13;34;7;29;86;;51;;67;;73;;102;;16;;39;;78;;440;;24;;505;;135;;250;;;860;
8425;"Alb-Donau-Kreis";8;138170;134395;80953;79272;3437;3042;77516;76230;36001;43274;11118;11913;9541;8390;;;1700;526;9868;3821;1445;2321;972;904;1026;945;422;441;303;508;291;509;546;498;272;221;114;132;29;45;67;;29;60;24;39;141;;195;;210;;132;;139;;35;;100;;163;;1234;;33;;601;;222;;543;;;1683;
8426;"Biberach";8;141587;136736;78905;79360;3540;3215;75365;76145;38299;46867;8152;8545;7838;7342;;;1698;358;10214;3910;1572;3128;823;784;1154;981;814;728;495;873;254;382;282;272;445;281;107;97;31;44;71;;12;46;38;47;184;;149;;113;;101;;137;;20;;78;;125;;872;;25;;547;;218;;497;;;1460;
8435;"Bodenseekreis";8;152434;147059;79651;80666;2676;2418;76975;78248;31603;39814;10922;12528;12311;11868;;;1995;717;11473;5285;839;1073;989;1211;805;979;524;744;205;647;289;511;333;404;252;198;98;125;26;38;80;;18;68;35;36;203;;107;;134;;132;;281;;37;;102;;165;;1323;;49;;629;;317;;699;;;2002;
8436;"Ravensburg";8;201576;195571;105914;104747;3870;3454;102044;101293;44818;57004;11887;13119;15371;14031;;;2553;706;13928;5079;1431;1849;1281;1332;1520;1303;2091;2275;330;700;377;654;535;566;434;309;159;175;39;66;108;;35;74;42;52;302;;215;;150;;146;;277;;40;;94;;189;;1804;;54;;783;;367;;684;;;1999;
8437;"Sigmaringen";8;96685;95714;52386;54702;2974;2579;49412;52123;25361;32130;5666;6425;4805;4602;;;1052;395;6599;2729;1286;1671;592;671;731;695;218;227;142;350;183;384;213;193;189;108;86;85;24;40;31;;13;33;28;22;102;;67;;73;;85;;113;;16;;62;;100;;691;;17;;346;;158;;363;;;1363;
908;"Baden-Württemberg";99;7635842;7487111;3968608;3977412;149083;147043;3819525;3830369;1478135;1814174;689812;751108;572267;550529;;;114105;42488;537100;260678;73565;108819;45596;52484;37736;42292;18875;21906;11845;26531;12450;23922;26765;28468;9526;7934;4702;5484;2231;3363;3415;;1067;2665;1374;1810;7575;;7274;;8311;;7724;;8069;;2175;;4449;;8230;;49149;;2607;;33209;;13248;;26939;;;85714;

9161;"Ingolstadt, Stadt";9;88885;85221;30825;25592;187;275;30638;25317;;;3638;3946;3230;3013;16124;13726;908;340;2467;1141;332;829;173;169;109;139;994;1064;52;88;45;104;97;105;23;34;33;31;14;15;238;200;2;9;8;8;43;;30;;104;;27;;42;;7;;15;;27;;1318;;10;;323;;90;;115;;;356;
9162;"München, Landeshauptstadt";9;896703;835708;387606;324737;1592;2177;386014;322560;;;65266;60674;82663;75317;127500;134512;12034;5153;52506;19444;2624;3798;3372;3659;1083;1356;7356;5971;689;1145;541;1209;518;523;387;460;500;854;396;404;3148;2332;120;126;196;323;761;;313;;844;;441;;1010;;170;;239;;384;;11937;;370;;4424;;2412;;1810;;;5300;
9163;"Rosenheim, Stadt";9;41249;41202;16033;15400;125;149;15908;15251;;;1786;2100;2061;1970;7562;8179;398;171;1390;564;515;850;133;170;72;81;442;530;23;51;22;61;19;39;39;36;22;24;12;12;234;177;8;5;11;16;28;;12;;26;;32;;29;;8;;9;;22;;604;;10;;126;;144;;109;;;215;
9171;"Altötting";9;82893;82873;33822;32049;246;342;33576;31707;;;3600;3717;2481;2121;18914;21042;578;147;2686;1007;461;966;199;271;123;207;738;870;43;113;54;146;29;33;71;77;42;34;17;19;508;359;9;18;44;71;49;;22;;51;;35;;48;;5;;16;;31;;1974;;11;;204;;128;;405;;;489;
9172;"Berchtesgadener Land";9;74108;73284;29585;28141;221;283;29364;27858;;;2567;3007;3169;2636;16735;17793;539;174;2237;923;579;905;221;308;103;161;608;712;41;77;37;100;81;161;105;128;29;34;15;20;420;264;10;21;1;15;40;;37;;65;;34;;53;;7;;9;;18;;1192;;6;;129;;129;;148;;;419;
9173;"Bad Tölz-Wolfratshausen";9;90270;87400;40813;40270;280;515;40533;39755;;;3470;4620;4886;4587;21279;24859;610;240;4176;1672;369;465;292;367;158;233;804;856;62;139;93;138;44;76;69;62;86;79;18;31;753;768;4;19;15;26;59;;43;;69;;40;;120;;11;;30;;41;;1973;;23;;243;;420;;273;;;518;
9174;"Dachau";9;98562;94987;43730;37689;261;399;43469;37290;;;4943;4822;5093;4587;21965;22340;762;286;3914;1550;410;560;389;345;214;267;1131;1132;64;103;63;119;63;59;76;63;65;60;19;20;614;425;7;15;14;39;94;;22;;89;;47;;88;;15;;35;;55;;2360;;14;;325;;285;;234;;;498;
9175;"Ebersberg";9;93164;89172;46643;41274;292;387;46351;40887;;;5277;5521;6812;6342;22104;23061;749;351;4548;1888;330;455;433;421;225;260;1148;977;81;113;85;138;53;61;69;87;88;97;23;33;595;503;9;18;13;24;86;;33;;63;;53;;103;;12;;25;;49;;2379;;20;;326;;332;;228;;;537;
9176;"Eichstätt";9;94476;90502;43694;38925;282;387;43412;38538;;;4463;5526;3153;3082;25251;24354;672;276;2608;1176;371;768;217;260;204;221;1182;1486;57;132;48;146;86;81;67;79;31;58;12;18;435;410;4;17;9;14;44;;32;;70;;18;;56;;6;;28;;35;;3707;;19;;273;;112;;142;;;434;
9177;"Erding";9;92806;88178;40599;34863;232;306;40367;34557;;;3467;3771;4892;3718;20291;20870;647;278;3262;1412;972;1232;335;312;199;235;1486;1417;53;120;70;96;33;38;50;75;51;49;17;15;652;503;8;20;8;21;69;;45;;49;;36;;73;;15;;39;;43;;2780;;7;;256;;265;;197;;;375;
9178;"Freising";9;117476;110136;51034;45659;306;410;50728;45249;;;4527;5342;8298;6436;23251;26023;971;380;4426;2153;476;774;414;433;256;315;1406;1474;98;166;74;163;71;68;52;86;87;59;33;45;599;615;11;22;11;11;95;;35;;98;;59;;148;;15;;45;;72;;3946;;52;;494;;353;;255;;;684;
9179;"Fürstenfeldbruck";9;150785;146807;71485;66051;355;584;71130;65467;;;9039;9988;11064;10922;32527;34911;1359;534;7078;3043;569;950;605;716;278;424;1015;1154;105;191;119;251;94;123;87;111;107;236;31;41;819;688;8;37;26;22;162;;41;;134;;104;;141;;29;;34;;83;;3799;;38;;541;;622;;472;;;1125;
9180;"Garmisch-Partenkirchen";9;65121;64732;27655;26100;208;261;27447;25839;;;1789;2090;2487;2266;15742;17540;358;110;2739;1090;161;253;194;240;99;114;812;1149;31;75;45;85;44;55;36;41;54;48;12;9;689;320;0;11;2;11;49;;23;;49;;23;;84;;15;;14;;27;;1248;;12;;104;;302;;203;;;332;
9181;"Landsberg am Lech";9;84986;80887;38726;33365;223;265;38503;33100;;;3528;3714;5807;4980;19184;18979;749;231;3746;1759;311;397;314;307;183;198;911;817;70;130;54;123;66;134;66;62;57;61;11;16;854;666;3;17;6;22;58;;114;;66;;42;;127;;11;;23;;59;;1520;;18;;268;;151;;126;;;487;
9182;"Miesbach";9;71502;69533;33465;29568;267;340;33198;29228;;;2892;3246;3591;3351;17962;18673;467;164;3461;1284;296;573;280;305;131;124;544;483;53;95;57;90;26;40;54;48;48;38;9;16;625;354;3;7;9;14;71;;23;;59;;39;;91;;11;;30;;34;;1754;;7;;170;;197;;204;;;323;
9183;"Mühldorf a.Inn";9;83938;82993;34689;30012;259;360;34430;29652;;;2614;2894;2803;2355;20470;19651;511;175;2339;981;490;802;234;297;145;182;745;858;49;85;72;150;49;54;77;95;53;48;16;22;679;499;9;20;11;30;74;;26;;65;;36;;82;;10;;38;;39;;2100;;11;;215;;145;;223;;;454;
9184;"München";9;229521;219666;115686;101615;547;745;115139;100870;;;15663;15826;17751;16726;50278;52097;1956;891;15381;6747;977;1183;936;1058;516;464;2045;2263;164;295;158;348;109;135;111;121;140;181;47;66;1141;897;13;50;42;59;243;;73;;191;;112;;224;;34;;85;;117;;4469;;59;;888;;655;;561;;;1463;
9185;"Neuburg-Schrobenhausen";9;69302;68038;29366;26185;164;236;29202;25949;;;2483;3197;1888;1810;17664;17666;470;154;1955;884;270;544;194;189;141;160;314;382;51;112;52;92;39;42;45;31;27;23;11;19;383;301;4;11;3;8;47;;14;;68;;21;;41;;4;;28;;23;;2599;;9;;168;;78;;108;;;324;
9186;"Pfaffenhofen a.d.Ilm";9;88261;85211;37665;32760;190;265;37475;32495;;;3678;4170;3345;3012;20668;20251;720;253;3189;1323;349;767;247;236;191;183;815;1074;64;107;70;107;53;83;49;55;52;48;14;25;508;404;3;16;10;15;65;;30;;76;;28;;48;;8;;18;;43;;2501;;29;;301;;151;;152;;;366;
9187;"Rosenheim";9;185131;178572;84692;75247;531;644;84161;74603;;;6706;7691;9644;8344;44939;46277;1169;465;7163;2827;1885;2426;644;695;341;447;2583;2278;111;232;146;279;97;129;165;166;103;127;42;55;1893;1064;15;30;44;115;134;;79;;136;;74;;304;;16;;69;;112;;4004;;45;;485;;527;;486;;;956;
9188;"Starnberg";9;94975;93875;49098;45995;180;341;48918;45654;;;5057;5734;8361;8284;21625;24345;757;287;7443;3419;290;376;345;482;158;218;900;1026;53;122;72;133;52;48;48;41;64;94;10;23;481;400;6;18;18;29;90;;38;;93;;32;;133;;15;;22;;51;;1939;;14;;324;;242;;185;;;575;
9189;"Traunstein";9;130926;128468;56609;51868;360;704;56249;51164;;;5277;5800;7033;5379;30304;32125;938;333;3978;1789;697;1022;377;488;181;262;1440;1476;82;131;91;177;144;147;153;134;57;79;19;34;1522;994;10;15;31;52;78;;38;;105;;58;;234;;8;;39;;44;;2401;;19;;274;;286;;331;;;727;
9190;"Weilheim-Schongau";9;98690;96368;44135;38685;320;381;43815;38304;;;4798;4993;4987;4527;22143;22311;874;310;3685;1524;423;716;332;357;262;227;1828;1610;68;107;85;147;75;95;83;72;83;71;24;24;732;578;6;17;8;19;90;;58;;82;;55;;104;;16;;83;;48;;1866;;13;;245;;330;;329;;;599;
9261;"Landshut, Stadt";9;47340;45571;18571;19626;124;336;18447;19290;;;1942;2511;2471;2421;9344;11233;430;173;1564;791;146;359;164;267;66;116;492;533;35;83;18;121;20;31;25;34;16;25;11;31;187;219;4;10;5;11;26;;11;;46;;20;;93;;5;;16;;14;;974;;10;;142;;61;;89;;;321;
9262;"Passau, Stadt";9;38546;38613;14578;13800;70;108;14508;13692;;;2146;1792;1617;1633;6692;7280;461;127;1510;848;111;343;96;109;27;54;849;1082;25;38;8;63;18;21;18;14;14;19;4;6;99;108;2;5;3;3;19;;15;;26;;29;;27;;4;;5;;13;;409;;19;;137;;51;;54;;;147;
9263;"Straubing, Stadt";9;34297;34081;11777;10518;92;119;11685;10399;;;1262;1225;610;588;6950;6591;274;86;770;310;168;267;87;115;23;45;593;715;21;29;17;50;17;28;11;12;15;14;7;3;126;109;0;3;5;4;16;;9;;30;;10;;17;;2;;9;;15;;470;;5;;61;;36;;49;;;205;
9271;"Deggendorf";9;90832;89363;31812;27494;198;295;31614;27199;;;2884;3194;1905;1717;17281;17661;728;140;2381;856;760;1150;239;212;121;151;849;777;45;110;38;147;80;61;44;73;31;29;10;13;558;413;5;13;7;14;38;;23;;75;;24;;52;;6;;21;;27;;2955;;13;;164;;107;;143;;;468;
9272;"Freyung-Grafenau";9;63891;64047;18737;16285;100;152;18637;16133;;;1700;1821;966;749;10542;10518;484;87;1264;488;303;492;121;110;64;72;552;929;25;52;20;83;31;41;24;30;26;19;7;7;457;387;2;4;4;3;17;;9;;37;;17;;34;;6;;7;;17;;1653;;6;;69;;75;;98;;;241;
9273;"Kelheim";9;85508;84079;34426;37120;197;754;34229;36366;;;3584;5082;2257;2334;20028;23498;597;196;2364;1175;354;777;217;300;168;239;1026;1319;56;147;54;161;29;49;46;59;34;41;18;20;339;495;5;13;1;17;43;;26;;96;;15;;70;;5;;10;;30;;2368;;9;;192;;77;;111;;;444;
9274;"Landshut";9;114047;110627;51506;42547;406;388;51100;42159;;;3807;4065;3807;3211;28730;28134;752;255;3443;1608;721;883;380;432;236;315;1488;1324;84;146;62;204;45;53;77;83;61;74;18;29;728;734;6;21;12;20;86;;33;;80;;36;;154;;14;;35;;48;;5485;;31;;322;;136;;183;;;568;
9275;"Passau";9;147761;145556;50583;45365;354;530;50229;44835;;;5234;5526;3031;2463;27876;29740;1149;247;4032;1403;597;861;372;384;222;279;2113;2144;84;157;63;232;64;62;90;99;62;54;15;23;731;548;10;23;14;25;73;;33;;121;;55;;95;;9;;29;;53;;3330;;19;;218;;183;;252;;;565;
9276;"Regen";9;63345;63851;19705;16864;130;163;19575;16701;;;2004;2012;852;771;11163;10842;415;89;1293;497;346;557;107;119;66;93;677;885;44;52;23;80;33;22;24;23;19;20;10;15;358;318;1;11;3;5;15;;14;;32;;13;;20;;2;;10;;14;;1706;;5;;115;;73;;118;;;290;
9277;"Rottal-Inn";9;91833;91254;32804;29141;234;286;32570;28855;;;2570;2809;1946;1676;18389;20074;537;163;2458;821;326;524;241;208;116;156;1283;1096;53;77;52;132;30;17;81;78;42;35;8;13;612;464;6;11;35;51;50;;27;;79;;33;;38;;8;;24;;34;;3004;;29;;169;;104;;186;;;450;
9278;"Straubing-Bogen";9;75392;73854;32398;28544;208;290;32190;28254;;;2036;2324;1043;949;20187;19529;397;115;1831;851;480;609;163;207;122;124;1926;2290;42;99;37;97;18;21;16;35;19;31;7;15;488;437;3;9;11;7;27;;18;;54;;22;;36;;8;;25;;26;;2806;;5;;173;;55;;109;;;505;
9279;"Dingolfing-Landau";9;70176;69560;27275;24392;192;306;27083;24086;;;2513;2636;1173;1125;16261;16195;432;126;1665;640;560;790;171;180;120;129;987;1225;54;84;45;96;20;31;45;33;41;43;16;11;459;354;3;9;5;13;32;;20;;52;;22;;55;;1;;19;;20;;1885;;16;;136;;98;;157;;;366;
9361;"Amberg, Stadt";9;33638;33803;11929;11466;65;140;11864;11326;;;1981;1976;1047;1003;5671;6405;293;111;966;415;107;230;84;96;44;52;503;510;21;43;20;61;15;39;21;21;10;12;7;6;82;89;2;2;1;6;14;;8;;39;;7;;15;;6;;14;;28;;671;;3;;80;;47;;57;;;249;
9362;"Regensburg, Stadt";9;100204;96510;39187;35188;191;276;38996;34912;;;5183;5466;6477;5992;17098;17153;1318;522;3320;1441;331;437;394;291;126;163;1307;2078;77;109;57;120;60;55;50;47;35;44;26;39;284;339;10;10;9;21;41;;29;;87;;34;;91;;14;;19;;35;;1634;;20;;463;;200;;167;;;585;
9363;"Weiden i.d.OPf., Stadt";9;33339;33492;12029;10947;118;182;11911;10765;;;2234;2143;929;874;5674;6050;321;109;956;399;157;195;97;86;60;76;228;295;32;35;22;55;27;14;16;20;13;17;7;16;134;76;2;11;2;7;15;;9;;28;;7;;19;;4;;13;;116;;597;;3;;84;;39;;66;;;287;
9371;"Amberg-Sulzbach";9;82815;82529;34668;31497;300;374;34368;31123;;;5225;5535;2116;1927;17384;18658;738;191;2302;920;506;631;206;253;191;197;1215;1331;65;108;68;190;69;106;53;64;46;50;18;23;365;371;11;19;4;18;48;;28;;96;;29;;33;;10;;36;;56;;2991;;7;;194;;107;;151;;;531;
9372;"Cham";9;101943;101500;37194;30785;289;413;36905;30372;;;2489;3133;1747;1459;21288;21269;683;125;2051;730;426;668;273;240;146;155;760;834;64;104;51;156;66;76;55;83;55;39;11;22;531;507;7;13;10;13;30;;37;;92;;23;;37;;4;;22;;33;;5466;;19;;171;;117;;141;;;746;
9373;"Neumarkt i.d.OPf.";9;97899;95956;45546;40067;307;399;45239;39668;;;3437;4150;3076;2687;27012;27822;716;226;2542;1093;422;581;284;301;197;230;784;1133;62;112;56;133;55;68;80;74;55;44;17;25;380;413;4;15;10;18;112;;43;;120;;29;;73;;9;;35;;36;;4940;;26;;239;;198;;190;;;543;
9374;"Neustadt a.d.Waldnaab";9;77274;77126;34350;29048;336;432;34014;28616;;;5226;5180;1597;1260;17619;17503;569;133;2026;800;386;608;218;213;151;178;686;727;74;115;80;121;31;42;60;68;25;44;8;13;534;313;5;23;5;6;42;;23;;89;;17;;33;;4;;27;;772;;3288;;9;;201;;79;;130;;;1269;
9375;"Regensburg";9;142842;137989;61968;52910;353;538;61615;52372;;;6920;7290;4954;4255;32576;31422;1233;437;4293;1709;909;1060;559;435;304;356;1802;3285;114;165;68;209;90;76;87;76;57;57;13;25;720;721;12;34;21;33;80;;47;;121;;52;;153;;18;;55;;49;;5414;;31;;386;;223;;254;;;727;
9376;"Schwandorf";9;114015;113446;43735;38000;356;538;43379;37462;;;6694;6953;2222;1909;23298;23434;1032;275;2405;863;571;822;346;291;202;241;1151;1042;91;155;75;199;58;51;60;94;54;45;15;32;604;467;5;17;9;12;69;;33;;125;;31;;59;;4;;40;;75;;3428;;15;;268;;127;;213;;;560;
9377;"Tirschenreuth";9;61440;62244;28450;23896;310;307;28140;23589;;;3728;3675;1255;1044;15689;15807;516;115;1744;610;358;387;233;200;149;142;297;380;45;97;47;108;36;23;70;72;26;26;18;16;329;225;4;16;9;11;49;;18;;61;;23;;32;;1;;25;;311;;2725;;7;;150;;73;;112;;;635;
9461;"Bamberg, Stadt";9;54063;52994;22272;20211;135;188;22137;20023;;;3040;2762;3863;3607;8933;10449;757;218;2466;1035;332;502;160;175;72;121;376;382;50;88;34;87;35;45;40;25;26;28;24;24;182;164;6;14;4;12;44;;28;;51;;23;;42;;9;;18;;23;;1037;;11;;234;;96;;121;;;285;
9462;"Bayreuth, Stadt";9;56455;57836;22314;21667;146;184;22168;21483;;;3748;4365;3078;3069;8108;10708;533;286;2984;1284;260;380;191;192;85;102;262;212;39;87;25;87;106;113;33;44;27;32;14;22;93;90;7;11;4;12;40;;33;;49;;22;;42;;6;;13;;24;;1939;;16;;227;;82;;78;;;387;
9463;"Coburg, Stadt";9;32732;32836;12969;12288;80;103;12889;12185;;;2855;2778;1576;1562;4864;5811;410;182;1523;742;110;177;96;102;44;82;221;253;29;40;16;52;28;35;22;15;18;11;13;12;43;56;1;8;1;4;22;;9;;44;;5;;16;;2;;4;;7;;723;;4;;102;;32;;49;;;263;
9464;"Hof, Stadt";9;35831;37200;12273;12633;136;158;12137;12475;;;2207;2571;1010;922;5447;7096;415;140;1216;483;193;393;105;125;56;72;115;122;21;31;29;59;128;141;27;22;12;13;5;12;74;68;2;3;0;6;36;;15;;44;;18;;21;;3;;25;;14;;660;;6;;131;;48;;54;;;196;
9471;"Bamberg";9;113688;110652;51316;45116;394;433;50922;44683;;;5547;5052;3652;3330;26625;29408;1156;261;4585;1427;1201;1618;384;374;407;351;678;637;123;170;117;241;147;160;103;94;93;86;15;34;725;640;4;21;7;22;97;;44;;115;;49;;70;;8;;51;;105;;3971;;24;;362;;212;;245;;;757;
9472;"Bayreuth";9;85664;85897;38256;34394;279;387;37977;34007;;;5741;6205;2720;2381;16405;20822;606;256;3238;1027;732;1086;231;276;200;230;348;355;59;117;43;172;111;128;53;55;48;51;11;20;264;263;7;21;6;14;57;;34;;72;;24;;60;;6;;41;;55;;6364;;16;;187;;96;;142;;;528;
9473;"Coburg";9;71568;71566;29290;27927;203;382;29087;27545;;;6395;6803;2137;2076;13068;14817;796;285;2367;1151;418;412;188;224;161;230;272;310;36;99;37;122;54;77;21;24;33;40;14;13;120;176;11;24;10;9;50;;21;;102;;22;;53;;6;;17;;19;;2330;;8;;188;;56;;77;;;653;
9474;"Forchheim";9;88341;86136;40935;36900;289;304;40646;36596;;;4817;5196;4390;3835;18193;22164;799;275;3969;1388;870;1306;284;315;216;233;414;457;72;129;50;120;144;187;65;69;59;35;13;21;212;244;7;15;4;13;78;;69;;69;;37;;72;;22;;32;;52;;5003;;16;;295;;139;;184;;;594;
